id,name,abbreviation,foia_officer_title,foia_email,foia_address,foia_phone,foia_fax,response_days,portal_url
159,U.S. Special Operations Command,SOCOM,FOIA Officer,,"HQ USSOCOM - SOCS-SJS-F/FOIA Requester Service Center
7701 Tampa Point Boulevard
MacDill AFB
FL
33621-5323",813-826-3296,,20,https://www.socom.mil/FOIA/Pages/E-FOIARequests.aspx
160,U.S. Strategic Command,STRATCOM,FOIA Officer,stratcom.offutt.j0.mbx.stratcom-foia@mail.mil,"USSTRATCOM/J010 (FOIA)
900 SAC BLVD STE N3.101
Offutt AFB
NE
68113",(402)912-0178,,20,http://www.stratcom.mil/Contact/Freedom-of-Information-Act/Reading-Room/
161,U.S. Transportation Command,TRANSCOM,FOIA Officer,transcom.scott.tcja.mbx.foia@mail.mil,"USTRANSCOM/TCJA-FO
508 Scott Drive
Scott AFB
IL
62225-5357",618-817-4100,,20,https://www.ustranscom.mil/foia/request-form.cfm
383,USPS Field Office,PS,FOIA Officer,FOIAPAField@usps.gov,"FOIA Contact, St. Louis General Law Service Center, Room 2400
1720 Market Street
St. Louis
MO
63155-9948",314-345-5894,,20,https://pfoiapal.usps.com/palMain.aspx
580,USPS General Counsel,PS & PIS,FOIA Officer,,,,,20,
382,USPS Headquarters Office,USPS HQ,FOIA Officer,FOIA12@usps.gov,"USPS Privacy & Records Mngt Office
475 L'Enfant Plaza, SW, Rm 1P830
Washington
DC
20260-1101",202-268-2608,,20,https://about.usps.com/who/legal/foia/make-request.htm
352,United States African Development Foundation,USADF,FOIA Officer,info@usadf.gov,"1400 I Street NW
Suite 1000
Washington
DC
20005",202-233-8800,,20,
355,United States Agency for International Development,USAID,FOIA Officer,,"1300 Pennsylvania Avenue, N.W.
USAID Annex, M/MS/IRD, Room 2.4.0A
Washington
DC
20523-2701",,,20,https://foiarequest.usaid.gov/index.aspx
13,United States Copyright Office,CO,FOIA Officer,copfoia@loc.gov,"FOIA Requester Service Center
P.O. Box 70400
Washington
DC
20024-0421",202-707-3000,,20,https://www.copyright.gov
379,United States Institute of Peace,USIP,FOIA Officer,FOIA-Request@usip.org,"2301 Constitution Ave., NW
Washington
DC
20037",202-457-1700,,20,
377,United States International Boundary and Water Commission,USIBWC,FOIA Officer,,"Rebecca Rizzuti, FOIA Officer & Public Liaison, FOIA - Legal Office
4191 N. Mesa
El Paso
TX
79902",915-832-4729,,20,http://www.ibwc.gov/Organization/FOIA.html#How
380,United States International Trade Commission,USITC,FOIA Officer,,"Lisa R. Barton, Chief FOIA Officer, 112-AA
500 E Street, SW
Washington
DC
20436",202-205-2000,,20,https://pubapps.usitc.gov/applications/foia/request.asp
116,United States Marshals Service,USMS,FOIA Officer,,"Charlotte Luckstone, FOIA Officer, Office of General Counsel
CG-3 15th Floor
Washington
DC
20530-1000",703-740-3943,,20,https://www.usmarshals.gov/freedom-of-information-act
331,United States Mint,MINT,FOIA Officer,,"Lateau Jones, FOIA Contact, 8th Floor
801 9th Street, NW
Washington
DC
20220",202-354-7600,,20,
117,United States Parole Commission,USPC,FOIA Officer,,"Anissa Banks, FOIA/PA Specialist, 3rd Floor
90 K Street, NE
Washington
DC
20530",202-346-7030,,20,https://www.justice.gov/uspc/freedom-information-act-foia/foia-library
30,United States Secret Service,USSS,FOIA Officer,FOIA@usss.dhs.gov,"Communications Center (FOIA/PA)
245 Murray Drive, Building T-5
Washington
DC
20223",202-406-6370,,20,https://www.dhs.gov/dhs-foia-privacy-act-request-submission-form
606,United States Space Force,USSF,FOIA Officer,DAF.FOIA@us.af.mil,"SAF/AAII (FOIA)
1000 Air Force Pentagon
Washington
DC
20330-1000",703-693-2735,,20,https://efoia.milcloud.mil/palMain.aspx
386,United States Trade and Development Agency,USTDA,FOIA Officer,foia@ustda.gov,"1101 Wilson Boulevard
Suite 1100
Arlington
VA
22209-3901",703-875-4357,,20,https://www.foia.gov/request/agency-component/7ec78e51-723a-4b6d-99ed-46cad80edd25/
527,United States Visitor and Immigrant Status Indicator Technology,US-VISIT,FOIA Officer,,,,,20,
426,VA Records Management Center,VA-RMC,FOIA Officer,,"Claims Intake Center
P.O. Box 4444
Janesville
WI
53547",608-373-6690,,20,https://www.oprm.va.gov/foia/foia_howTo.aspx
521,Veterans Affairs Central Office,VACO,FOIA Officer,,,,,20,
390,Veterans Benefits Administration,VBA,FOIA Officer,foia.vbaco@va.gov,"Department of Veterans Affairs, (20M3) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-9516,,20,https://www.va.gov/FOIA/Requests.asp
522,Veterans Canteen Service VACO,VCS,FOIA Officer,,,,,20,
466,Veterans Experience Office,VEO,FOIA Officer,vacofoiase@va.gov,"810 Vermont Ave NW
Washington
DC
20240",,,20,https://www.va.gov/FOIA/Requests.asp
391,Veterans Health Administration,VHA,FOIA Officer,VHAFOIARequests@va.gov,"Department of Veterans Affairs  
VHA FOIA Office (105HIG), 810 Vermont Ave NW
Washington
DC
20420",,,20,https://www.oprm.va.gov/contacts.aspx
349,Veterans' Employment & Training Service,VETS,FOIA Officer,,"Carrie Timus, National FOIA Officer, Room S-1325
200 Constitution Avenue, NW
Washington
DC
20210",202-693-4700,,20,
350,Wage and Hour Division,WHD,FOIA Officer,,"Michael Leiterman, FOIA Coordinator, Room S-3013-F
200 Constitution Avenue, NW
Washington
DC
20210",202-693-1004,,20,https://www.dol.gov/general/foia
179,Washington Field Office,WFO,FOIA Officer,,"Cheri Allen, Records Disclosure Coordinator
131 M Street, NE, Suite 4NW02F
Washington
DC
20507",202-921-2773,,20,https://eeoc.arkcase.com/foia/portal/login
207,Washington Regional Office,WARO,FOIA Officer,solmail@flra.gov,"Office of the Solicitor, Federal Labor Relations Authority
1400 K Street, NW
Washington
DC
20424-0001",771-444-5775,,20,https://www.flra.gov/elibrary
64,Western Area Power Administration,WAPA,FOIA Officer,,"John Kral, FOIA Officer, P.O. Box 281213
12155 West Alameda Parkway
Lakewood
CO
80228-8213",720-962-7139,,20,https://www.wapa.gov/FOIA/Pages/make-request.aspx
269,William J. Clinton Presidential Library,LP-WJC,FOIA Officer,clinton.library@nara.gov,"William J. Clinton Presidential Library & Museum
1200 President Clinton Avenue
Little Rock
AR
72201",501-374-4242,,20,
351,Women's Bureau,WB,FOIA Officer,,"Danielle Ballard, FOIA Coordinator, Room S-3305
200 Constitution Avenue, NW
Washington
DC
20210",202-693-6729,,20,
